Fiscal Year,Department Name,Fund Name,Unit Name,Expenditure Category,Object Name,Actual Expenses,Current Expense Budget
2025,Elections,General Fund,Elections,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,0,250
2025,Elections,General Fund,Elections,"Materials, Supplies, and Repairs",Supplies-Office,6733.19,40000
2025,Elections,General Fund,Elections,Personnel Services,Temporary/Casual Employment,46124.68,61837
2025,Elections,General Fund,Elections,Contractual Services,Traveling Expense,8179.24,4840
2025,Elections,General Fund,Elections,Personnel Services,Virginia Local Disability Program,1904.4,0
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,0,30
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,427
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,,Dependent Care FSA,0,0
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Employers Contrb Hospitalizatn,48845.72,82569
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Food,33.58,55
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Group Life Insurance Perm,3443.72,6682
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Contractual Services,Membership Dues & Subscription,0,208
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Contractual Services,Mileage,0,739
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Contractual Services,Other Contractual Services,5197.71,76450
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Repairs-Buildings,0,85
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Repairs-Office Equipment,4061.32,7108
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,3158.25,4211
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Retirement,66945,66945
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Retirement Expense (Vsrs Emp),8799.74,18936
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Semi-Monthly/Monthly,312982.93,488496
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Semi-Monthly/Monthly Overtime,0,0
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Social Security Fica Tax,22771.07,38330
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Special Pay & Allowances,0,0
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Supplies-Clothing & Personal,426.82,700
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Supplies-Electrical & Mech,0,161
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,"Materials, Supplies, and Repairs",Supplies-Office,2276.38,5017
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Contractual Services,Telephone,8372.43,10000
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Temporary/Casual Employment,0,21141
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Contractual Services,Traveling Expense,1008.47,1868
2025,Emergency Preparedness and Response,General Fund,Services-Civil Emergency,Personnel Services,Virginia Local Disability Program,198.2,0
2025,Finance Department,Gen Fixed Assets Group Of Acct,Acquire Equipment And Technology,Contractual Services,Depr-System Account,4405.28,0
2025,Finance Department,Gen Fixed Assets Group Of Acct,CAPITAL LEASE PURCHASE ORDERS,Contractual Services,Depr-System Account,1351.34,0
2025,Finance Department,Gen Fixed Assets Group Of Acct,Facility And Enterprise Managmnt,Contractual Services,Depr-System Account,-54315,0
2025,Finance Department,General Fund,Ambulance Billing,Contractual Services,Other Contractual Services,300258.61,395000
2025,Finance Department,General Fund,City Controller,"Materials, Supplies, and Repairs",Books-Under $1000,0,100
2025,Finance Department,General Fund,City Controller,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,37399.04,36875
2025,Finance Department,General Fund,City Controller,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,8330.61,8495
2025,Finance Department,General Fund,City Controller,Contractual Services,Court Costs & Damage Claims,4216.28,1180
2025,Finance Department,General Fund,City Controller,,Dependent Care FSA,2212.34,0
2025,Finance Department,General Fund,City Controller,Contractual Services,Employee Training Expense,13148.67,4100
2025,Finance Department,General Fund,City Controller,Personnel Services,Employers Contrb Hospitalizatn,256747.24,318629
2025,Finance Department,General Fund,City Controller,Equipment,Equip-Office & Household,0,1100
2025,Finance Department,General Fund,City Controller,Equipment,Equip-Software-Over $1000,50000,50000
2025,Finance Department,General Fund,City Controller,Personnel Services,Group Life Insurance Perm,24118.26,35113
2025,Finance Department,General Fund,City Controller,Contractual Services,Membership Dues & Subscription,1855.82,1890
2025,Finance Department,General Fund,City Controller,Contractual Services,Other Contractual Services,20376,41674
2025,Finance Department,General Fund,City Controller,Contractual Services,Parking Validations,56,200
2025,Finance Department,General Fund,City Controller,Contractual Services,Rent Of Equipment,0,1500
2025,Finance Department,General Fund,City Controller,"Materials, Supplies, and Repairs",Repairs-Office Equipment,0,500
2025,Finance Department,General Fund,City Controller,Personnel Services,Retirement,360853,360853
2025,Finance Department,General Fund,City Controller,Personnel Services,Retirement Expense (Vsrs Emp),84820.92,104426
2025,Finance Department,General Fund,City Controller,Personnel Services,Semi-Monthly/Monthly,2215023.37,2300915
2025,Finance Department,General Fund,City Controller,Personnel Services,Semi-Monthly/Monthly Overtime,0,0
2025,Finance Department,General Fund,City Controller,Contractual Services,Service Charge Credit Cards,5758.38,13000
2025,Finance Department,General Fund,City Controller,Personnel Services,Social Security Fica Tax,163800.15,200402
2025,Finance Department,General Fund,City Controller,Personnel Services,Special Pay & Allowances,0,0
2025,Finance Department,General Fund,City Controller,"Materials, Supplies, and Repairs",Supplies-Office,6051.46,4588
2025,Finance Department,General Fund,City Controller,Equipment,Technology Equipment,0,3000
2025,Finance Department,General Fund,City Controller,Contractual Services,Telephone,3750.25,3700
2025,Finance Department,General Fund,City Controller,Contractual Services,Temp Services-Admin/Clerical,15638.01,3000
2025,Finance Department,General Fund,City Controller,Personnel Services,Temporary/Casual Employment,0,0
2025,Finance Department,General Fund,City Controller,Contractual Services,Traveling Expense,4941.11,3600
2025,Finance Department,General Fund,City Controller,Personnel Services,Virginia Local Disability Program,6282.29,0
2025,Finance Department,General Fund,Finance Director Office,Department Specific Appropriation,Bank Fees,127802.16,140000
2025,Finance Department,General Fund,Finance Director Office,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,1866.62,3100
2025,Finance Department,General Fund,Finance Director Office,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,1860.29,300
2025,Finance Department,General Fund,Finance Director Office,,Dependent Care FSA,652.17,0
2025,Finance Department,General Fund,Finance Director Office,Contractual Services,Employee Training Expense,1672.97,3545
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Employers Contrb Hospitalizatn,130396.88,100920
2025,Finance Department,General Fund,Finance Director Office,Equipment,Equip-Office & Household,1404.6,500
2025,Finance Department,General Fund,Finance Director Office,"Materials, Supplies, and Repairs",Food,381.92,700
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Group Life Insurance Perm,14994.82,20544
2025,Finance Department,General Fund,Finance Director Office,Contractual Services,Membership Dues & Subscription,3148.74,2500
2025,Finance Department,General Fund,Finance Director Office,Contractual Services,Other Contractual Services,0,42911
2025,Finance Department,General Fund,Finance Director Office,Contractual Services,Parking Validations,74,600
2025,Finance Department,General Fund,Finance Director Office,Contractual Services,Promotional Activties/Supplies,273.2,500
2025,Finance Department,General Fund,Finance Director Office,"Materials, Supplies, and Repairs",Repairs-Office Equipment,0,500
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Retirement,202549,202549
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Retirement Expense (Vsrs Emp),33575.92,38300
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Semi-Monthly/Monthly,1408625.45,1482757
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Semi-Monthly/Monthly Overtime,0,0
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Social Security Fica Tax,103172.72,116428
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Special Pay & Allowances,5769.25,0
2025,Finance Department,General Fund,Finance Director Office,"Materials, Supplies, and Repairs",Supplies-Office,1162.08,2380
2025,Finance Department,General Fund,Finance Director Office,Contractual Services,Telephone,5228.82,4900
2025,Finance Department,General Fund,Finance Director Office,Contractual Services,Temp Services-Admin/Clerical,0,0
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Temporary/Casual Employment,0,0
2025,Finance Department,General Fund,Finance Director Office,Contractual Services,Traveling Expense,13229.54,2200
2025,Finance Department,General Fund,Finance Director Office,Personnel Services,Virginia Local Disability Program,2349.07,0
2025,Finance Department,General Fund,Independent Auditors,Contractual Services,Other Contractual Services,197216.15,197284
2025,Finance Department,General Fund,Purchasing Agent,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,67.88,1200
2025,Finance Department,General Fund,Purchasing Agent,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,38.58,100
2025,Finance Department,General Fund,Purchasing Agent,,Dependent Care FSA,249.99,0
2025,Finance Department,General Fund,Purchasing Agent,Contractual Services,Employee Training Expense,6080.98,2500
2025,Finance Department,General Fund,Purchasing Agent,Personnel Services,Employers Contrb Hospitalizatn,72472.82,75116
2025,Finance Department,General Fund,Purchasing Agent,Equipment,Equip-Software-Over $1000,0,51000
2025,Finance Department,General Fund,Purchasing Agent,Personnel Services,Group Life Insurance Perm,9445.94,12360
2025,Finance Department,General Fund,Purchasing Agent,Contractual Services,Membership Dues & Subscription,4601.5,4000
2025,Finance Department,General Fund,Purchasing Agent,Contractual Services,Mileage,0,100
2025,Finance Department,General Fund,Purchasing Agent,Contractual Services,Parking Validations,0,1000
2025,Finance Department,General Fund,Purchasing Agent,Personnel Services,Retirement,139310,139310
2025,Finance Department,General Fund,Purchasing Agent,Personnel Services,Retirement Expense (Vsrs Emp),24139.67,29555
2025,Finance Department,General Fund,Purchasing Agent,Personnel Services,Semi-Monthly/Monthly,835382.83,922061
2025,Finance Department,General Fund,Purchasing Agent,Personnel Services,Semi-Monthly/Monthly Overtime,10.23,0
2025,Finance Department,General Fund,Purchasing Agent,Personnel Services,Social Security Fica Tax,63166.35,70538
2025,Finance Department,General Fund,Purchasing Agent,Personnel Services,Special Pay & Allowances,0,0
2025,Finance Department,General Fund,Purchasing Agent,"Materials, Supplies, and Repairs",Supplies-Office,25.74,1000
2025,Finance Department,General Fund,Purchasing Agent,Contractual Services,Telephone,3493.34,2400
